"Matricula","situacaoDisciplina","Classificao","numeroMatriculas","anoNascimento","Sexo","idGrade","idDisciplina","idSerie","EscolaridadeResponsavel","idEstadoCivilResponsavel","Total_Faltas","numeroReprovacoes","AprovacoesComExelencia"
"004002016130261",MUITO BOM/APROVADO,112,1,2002,M,4,34,49,6,2,0,0,12
"004002020140249",BRILHANTE/APROVADO,114,1,2004,F,4,40,49,6,2,0,2,13
"004003016140373",MUITO BOM/APROVADO,112,1,2001,F,4,38,50,1,2,0,0,13
"004210140640",MUITO BOM/APROVADO,112,1,2003,M,4,26,50,6,2,0,1,13
"004210141004",REPROVADO,107,2,2005,F,4,19,49,2,4,0,1,13
"004003019140618",MUITO BOM/APROVADO,112,1,2002,F,4,50,50,1,2,0,0,9
"004003016140180",EXCELENTE/APROVADO,113,2,2001,M,4,63,50,1,2,0,1,13
"004210130065",MUITO BOM/APROVADO,112,1,2004,F,4,27,49,2,2,0,1,13
"004210140754",MUITO BOM/APROVADO,112,2,2004,M,4,3,50,6,2,0,1,13
"0030010019150050",MUITO BOM/APROVADO,112,1,2004,F,4,27,48,6,2,0,0,9
"004002016140618",MUITO BOM/APROVADO,112,1,2002,F,4,63,49,2,2,0,1,7
"004220220209",APROVADO,104,1,2006,M,4,50,49,6,6,0,4,9
"004230230091",BOM/APROVADO,111,1,2006,F,4,59,49,1,1,0,13,7
"002004180180088",BOM/APROVADO,111,1,2003,M,4,8,48,1,2,0,1,2
"004220180386",MUITO BOM/APROVADO,112,1,2006,F,4,27,48,1,2,0,5,9
"0030010020140693",MUITO BOM/APROVADO,112,1,2005,F,4,27,48,6,2,0,2,12
"004230140386",MUITO BOM/APROVADO,112,1,2005,M,4,3,50,1,2,0,0,11
"004230141406",EXCELENTE/APROVADO,113,1,2006,F,4,60,50,6,2,0,0,13
"004210170190",MUITO BOM/APROVADO,112,1,2006,F,4,38,48,1,1,0,0,13
"004210180398",MUITO BOM/APROVADO,112,1,2005,F,4,38,49,1,2,0,1,13
"004210140215",EXCELENTE/APROVADO,113,2,2003,F,4,8,50,6,2,0,1,13
"004230140889",BRILHANTE/APROVADO,114,1,2006,M,4,47,50,6,2,0,0,13
"0030010019150101",REPROVADO,107,1,2004,F,4,63,48,6,1,0,10,1
"0030010016170162",MUITO BOM/APROVADO,112,1,2004,F,4,49,48,1,2,0,1,13
"004003020170252",EXCELENTE/APROVADO,113,1,2002,F,4,50,50,1,1,0,2,13
"004230220131",BOM/APROVADO,111,5,2008,F,4,63,48,1,2,5,15,1
"004230220131",REPROVADO,107,5,2008,F,4,72,48,1,2,5,15,1
"004230220142",BOM/APROVADO,111,2,2008,M,4,50,48,2,2,0,15,1
"004003016140714",BOM/APROVADO,111,3,2000,F,4,3,50,6,2,0,1,5
"004210140253",EXCELENTE/APROVADO,113,1,2002,M,4,60,50,1,2,0,1,13
"0030010020130069",EXCELENTE/APROVADO,113,2,2004,M,4,27,48,6,4,0,1,13
"002004190190154",MUITO BOM/APROVADO,112,1,2003,F,4,40,48,1,2,0,0,13
"004003016140649",REPROVADO,107,1,2001,F,4,19,50,1,4,0,1,9
"0030010016160238",MUITO BOM/APROVADO,112,1,2003,F,4,59,48,1,2,0,1,13
"004210190262",MUITO BOM/APROVADO,112,1,2004,M,4,60,49,6,2,0,0,12
"004230230155",BOM/APROVADO,111,1,2006,F,4,49,50,1,2,0,0,3
"004003020140281",MUITO BOM/APROVADO,112,1,2003,M,4,47,50,2,5,0,2,12
"004210140377",MUITO BOM/APROVADO,112,1,2006,M,4,34,48,1,2,0,1,13
"004230140991",BOM/APROVADO,111,1,2006,M,4,34,50,1,2,0,0,5
"004002019130237",MUITO BOM/APROVADO,112,1,2003,M,4,38,49,6,2,0,0,13
"004230130225",MUITO BOM/APROVADO,112,1,2007,M,4,49,49,6,2,0,13,13
"003004180180334",APROVADO,104,1,2001,F,4,38,49,2,2,0,1,3
"004210190231",MUITO BOM/APROVADO,112,1,2005,M,4,59,49,6,4,0,0,13
"004002020150149",MUITO BOM/APROVADO,112,1,2003,F,4,38,49,6,2,0,2,13
"004004190180420",BOM/APROVADO,111,1,2002,F,4,34,50,6,2,0,0,4
"0030010019140250",MUITO BOM/APROVADO,112,1,2004,F,4,26,48,6,2,0,0,13
"004003016140183",MUITO BOM/APROVADO,112,2,2001,M,4,49,50,6,2,0,0,11
"004230140579",MUITO BOM/APROVADO,112,1,2006,F,4,59,49,6,2,0,13,6
"004210141025",MUITO BOM/APROVADO,112,2,2004,F,4,27,49,1,4,0,0,13
"004002020141061",EXCELENTE/APROVADO,113,1,2004,M,4,47,49,6,2,0,2,13
"004210200180",MUITO BOM/APROVADO,112,1,2005,M,4,38,49,6,2,0,1,13
"0030010019180307",APROVADO,104,1,2004,F,4,47,48,1,2,0,0,1
"003004190190268",REPROVADO,107,1,2003,M,4,26,49,1,1,0,11,0
"004003019141227",BOM/APROVADO,111,1,2001,F,4,40,50,1,2,0,0,3
"0030010020140340",MUITO BOM/APROVADO,112,2,2005,M,4,34,48,6,2,0,2,12
"0030010019150061",MUITO BOM/APROVADO,112,2,2004,F,4,26,48,1,1,0,0,13
"004002020170306",MUITO BOM/APROVADO,112,1,2004,M,4,60,49,1,5,0,2,13
"004210140353",MUITO BOM/APROVADO,112,1,2005,F,4,49,49,1,2,0,0,12
"0030010016140598",BOM/APROVADO,111,2,2003,F,4,49,48,6,2,0,1,6
"004003016140928",MUITO BOM/APROVADO,112,1,2001,M,4,59,50,1,2,0,1,2
"004003020141131",APROVADO,104,1,2003,F,4,34,50,6,2,0,0,0
"004220210020",REPROVADO,107,1,2005,M,4,72,49,7,1,0,4,5
"004220200229",APROVADO,104,1,2004,F,4,59,50,1,1,0,2,5
"004210141427",MUITO BOM/APROVADO,112,1,2003,M,4,26,50,1,2,0,1,13
"004220130069",MUITO BOM/APROVADO,112,1,2004,M,4,47,50,1,5,0,2,11
"004230190063",REPROVADO,107,1,2006,M,4,105,49,6,1,0,13,12
"0030010019140492",MUITO BOM/APROVADO,112,1,2004,M,4,8,48,6,4,0,0,10
"004002019160421",BOM/APROVADO,111,1,2002,F,4,27,49,1,1,0,0,6
"004230170220",MUITO BOM/APROVADO,112,2,2006,M,4,63,50,1,2,0,0,9
"0030010019160309",MUITO BOM/APROVADO,112,1,2003,M,4,38,48,1,4,0,0,10
"002004180180394",BOM/APROVADO,111,1,2003,F,4,60,48,1,2,0,1,6
"004230220087",REPROVADO,107,1,2006,M,4,72,49,6,2,0,13,13
"004002019130024",MUITO BOM/APROVADO,112,1,2003,F,4,38,49,6,1,0,0,9
"049004200141427",BOM/APROVADO,111,1,2003,M,4,38,49,1,2,0,2,12
"004003020130029",EXCELENTE/APROVADO,113,1,2002,M,4,60,50,6,2,0,2,12
"004002016170343",MUITO BOM/APROVADO,112,1,2002,F,4,8,48,1,2,0,4,1
"004003016170321",TRANSFERIDO,3,3,2001,F,4,40,50,2,2,0,0,0
"004002020140272",MUITO BOM/APROVADO,112,1,2004,M,4,47,49,1,2,0,2,13
"004220140279",MUITO BOM/APROVADO,112,1,2005,M,4,8,50,6,2,0,2,10
"0030010019050407",BOM/APROVADO,111,1,2003,M,4,47,48,6,2,0,0,7
"004230140552",BOM/APROVADO,111,5,2008,M,4,59,48,1,2,5,15,1
"0030010020160300",MUITO BOM/APROVADO,112,1,2004,F,4,27,48,1,4,0,1,13
"0030010019141162",BOM/APROVADO,111,1,2003,M,4,27,48,1,2,0,5,0
"004220170132",MUITO BOM/APROVADO,112,1,2007,M,4,3,48,1,2,0,5,13
"0030010020140676",BOM/APROVADO,111,1,2004,M,4,34,48,6,2,0,2,12
"004230130310",BRILHANTE/APROVADO,114,1,2007,F,4,60,48,1,2,0,15,13
"004002016141263",MUITO BOM/APROVADO,112,3,2001,M,4,49,49,6,2,0,0,13
"0030010019140437",MUITO BOM/APROVADO,112,1,2004,F,4,3,48,6,2,0,0,9
"004003019140158",BOM/APROVADO,111,2,2002,M,4,46,50,2,2,0,0,12
"004002019130012",APROVADO PELO CONSELHO,122,1,2002,F,4,38,49,1,2,0,0,10
"0030010016130028",MUITO BOM/APROVADO,112,1,2003,M,4,3,48,1,4,0,0,13
"004220110138",APROVADO,104,6,2019,M,4,26,48,6,2,6,5,1
"004002019180229",MUITO BOM/APROVADO,112,1,2003,F,4,8,49,2,1,0,0,4
"004210140670",EXCELENTE/APROVADO,113,1,2004,F,4,59,49,1,2,0,1,13
"004002019130258",MUITO BOM/APROVADO,112,1,2003,M,4,3,49,1,2,0,0,10
"004220130346",MUITO BOM/APROVADO,112,1,2005,F,4,38,49,1,2,0,4,7
"0030010016140819",BOM/APROVADO,111,1,2003,F,4,49,48,6,4,0,1,9
"004210140504",BRILHANTE/APROVADO,114,1,2006,M,4,34,48,2,1,0,1,13
"0030010019140272",MUITO BOM/APROVADO,112,1,2004,M,4,26,48,1,2,0,0,5
"004230150087",REPROVADO,107,2,2007,M,4,48,49,1,2,0,13,13
"004002016170196",MUITO BOM/APROVADO,112,1,2001,M,4,34,49,2,5,0,0,10
"002004180180216",BOM/APROVADO,111,1,2002,M,4,59,48,1,2,0,1,5
"004210180360",MUITO BOM/APROVADO,112,1,2005,M,4,3,48,2,6,0,0,9
"004210200140",MUITO BOM/APROVADO,112,1,2003,M,4,8,50,1,2,0,1,13
"004003019140168",APROVADO,104,1,2002,M,4,50,50,1,2,0,0,6
"004002016150256",APROVADO,104,1,2002,F,4,34,49,1,2,0,0,3
"004230170265",MUITO BOM/APROVADO,112,1,2007,M,4,60,49,2,2,0,13,12
"002004180180114",NÃO VAI CURSAR A DISCIPLINA,109,1,2003,M,4,46,48,1,2,0,1,13
"004002020180327",MUITO BOM/APROVADO,112,1,2004,F,4,59,49,2,1,0,1,12
"0030010020130049",EXCELENTE/APROVADO,113,1,2005,M,4,38,48,6,2,0,1,13
"0030010019130229",MUITO BOM/APROVADO,112,1,2004,F,4,47,48,6,2,0,0,13
"004210150050",MUITO BOM/APROVADO,112,2,2004,F,4,59,50,1,1,0,1,13
"004220141023",MUITO BOM/APROVADO,112,1,2004,M,4,34,50,6,4,0,2,13
"004230220180",REPROVADO,107,9,2006,F,4,40,48,1,1,9,28,0
"004230210144",MUITO BOM/APROVADO,112,1,2008,M,4,8,48,2,6,0,15,13
"004210140376",MUITO BOM/APROVADO,112,1,2006,F,4,63,48,1,2,0,0,13
"004220170138",MUITO BOM/APROVADO,112,2,2007,M,4,38,48,1,2,0,5,13
"004002019141427",REPROVADO,107,1,2003,M,4,3,49,6,2,0,5,2
"004003020180216",MUITO BOM/APROVADO,112,1,2002,M,4,60,50,1,2,0,2,13
"004210140277",EXCELENTE/APROVADO,113,1,2005,M,4,34,49,6,2,0,1,13
"004003019140737",MUITO BOM/APROVADO,112,1,2002,F,4,40,50,1,4,0,0,10
"004230150038",MUITO BOM/APROVADO,112,2,2007,M,4,47,49,1,2,0,13,6
"0030010016160368",REPROVADO,107,1,2001,F,4,34,48,2,5,0,13,0
"004003019140182",MUITO BOM/APROVADO,112,1,2002,F,4,34,50,1,2,0,0,12
"004230140592",MUITO BOM/APROVADO,112,1,2008,F,4,63,48,1,2,0,15,12
"004210140878",MUITO BOM/APROVADO,112,1,2005,M,4,40,49,6,2,0,1,11
"004230180347",REPROVADO,107,1,2007,M,4,100,48,1,1,0,15,5
"004220200250",MUITO BOM/APROVADO,112,1,2005,M,4,38,50,7,1,0,2,12
"004210210106",MUITO BOM/APROVADO,112,1,2004,F,4,63,49,1,4,0,1,13
"004210140437",MUITO BOM/APROVADO,112,2,2004,F,4,27,50,1,2,0,1,13
"004220140536",BOM/APROVADO,111,1,2007,F,4,19,48,7,1,0,5,6
"004210140627",MUITO BOM/APROVADO,112,1,2004,F,4,60,50,6,2,0,1,13
"0030010020140670",REPROVADO,107,1,2004,F,4,19,48,6,2,0,2,13
"0030010020140722",MUITO BOM/APROVADO,112,1,2005,M,4,60,48,6,2,0,2,13
"004002020170297",EXCELENTE/APROVADO,113,1,2003,F,4,59,49,2,2,0,2,13
"004220150318",APROVADO,104,2,2007,M,4,38,48,1,2,2,5,9
"004220140389",MUITO BOM/APROVADO,112,1,2005,M,4,34,50,2,5,0,2,11
"004210130244",MUITO BOM/APROVADO,112,2,2003,M,4,50,50,6,4,0,1,13
"004210150131",MUITO BOM/APROVADO,112,1,2004,M,4,49,50,6,2,0,1,12
"004220141230",BOM/APROVADO,111,1,2007,M,4,34,48,6,1,0,5,0
"004002019140252",BOM/APROVADO,111,1,2002,M,4,40,49,6,2,0,0,3
"0030010020140663",APROVADO,104,2,2005,M,4,49,48,6,2,0,2,8
"004230230114",BOM/APROVADO,111,1,2007,F,4,26,49,1,2,0,13,9
"004003020160421",MUITO BOM/APROVADO,112,1,2002,F,4,40,50,1,1,0,2,13
"004220220089",REPROVADO,107,2,2006,M,4,48,48,1,2,0,5,12
"0030010019150043",REPROVADO,107,1,2004,F,4,3,48,6,2,0,11,0
"004002016140160",REPROVADO,107,1,2002,F,4,19,49,1,2,0,1,9
"004003016140114",APROVADO,104,2,2000,F,4,40,50,6,2,0,0,4
"004210140651",MUITO BOM/APROVADO,112,1,2005,M,4,59,49,6,2,0,0,13
"004210140676",MUITO BOM/APROVADO,112,1,2004,M,4,49,49,6,2,0,1,12
"004210140828",MUITO BOM/APROVADO,112,1,2005,M,4,8,49,6,2,0,1,11
"004220200229",MUITO BOM/APROVADO,112,1,2004,F,4,49,50,6,6,0,2,5
"004210210113",MUITO BOM/APROVADO,112,1,2004,M,4,3,49,1,2,0,1,13
"0030010019140307",EXCELENTE/APROVADO,113,1,2004,F,4,47,48,1,2,0,0,13
"004003020140241",MUITO BOM/APROVADO,112,1,2003,F,4,47,50,1,2,0,2,13
"004210080033",MUITO BOM/APROVADO,112,1,2005,F,4,38,48,1,7,0,0,13
"004003019130072",MUITO BOM/APROVADO,112,1,2002,F,4,40,50,1,2,0,0,13
"004003016141238",NÃO VAI CURSAR A DISCIPLINA,109,1,2000,M,4,47,50,6,2,0,0,4
"004230150109",MUITO BOM/APROVADO,112,1,2006,F,4,40,50,1,1,0,0,13
"004230170217",MUITO BOM/APROVADO,112,2,2008,M,4,50,48,1,1,2,15,13
"004210190231",MUITO BOM/APROVADO,112,1,2005,M,4,8,49,6,4,0,0,13
"004230220180",REPROVADO,107,9,2006,F,4,34,48,1,1,9,28,0
"004002019060009",REPROVADO,107,2,2002,F,4,26,49,1,2,0,13,0
"004220140497",MUITO BOM/APROVADO,112,1,2006,M,4,47,48,6,2,1,5,13
"004003016140339",BOM/APROVADO,111,1,2001,F,4,50,50,2,2,0,1,3
"002004190190255",REPROVADO,107,1,2003,M,4,3,48,6,2,0,10,1
"004002016130018",BOM/APROVADO,111,1,2002,M,4,19,49,6,2,0,0,3
"004003016140371",NÃO VAI CURSAR A DISCIPLINA,109,1,2001,M,4,46,50,6,2,0,0,4
"004230150167",BOM/APROVADO,111,1,2007,F,4,19,49,1,4,0,13,4
"004200200269",BRILHANTE/APROVADO,114,1,2003,M,4,34,49,1,2,0,2,13
"004003016150155",MUITO BOM/APROVADO,112,1,2000,F,4,47,50,6,2,0,1,4
"004220170265",MUITO BOM/APROVADO,112,2,2007,M,4,59,48,2,2,2,5,7
"004230160217",MUITO BOM/APROVADO,112,1,2006,M,4,8,50,2,2,0,0,7
"004210180307",EXCELENTE/APROVADO,113,1,2004,F,4,49,50,1,2,0,1,13
"004003016140397",MUITO BOM/APROVADO,112,1,2001,M,4,50,50,1,1,0,1,12
"004220140536",BOM/APROVADO,111,1,2007,F,4,63,48,1,2,0,5,6
"004230130215",REPROVADO,107,2,2007,F,4,114,48,2,2,2,15,10
"004002016130010",MUITO BOM/APROVADO,112,1,2002,M,4,50,49,1,5,0,0,11
"0030010020130264",EXCELENTE/APROVADO,113,2,2004,F,4,59,48,,,0,1,13
"004200200322",REPROVADO,107,1,2003,F,4,19,50,6,2,0,2,13
"004230190111",MUITO BOM/APROVADO,112,2,2007,F,4,38,48,1,1,2,15,13
"004002019140218",REPROVADO,107,1,2002,F,4,27,49,1,4,0,11,2
"004220141230",APROVADO,104,1,2007,M,4,47,48,6,1,0,5,0
"004210141257",REPROVADO,107,1,2003,F,4,19,50,6,2,0,1,13
"004002016140219",MUITO BOM/APROVADO,112,1,2001,M,4,27,49,6,2,0,1,11
"004003016140420",MUITO BOM/APROVADO,112,1,2001,M,4,26,50,6,2,0,1,12
"004210140250",MUITO BOM/APROVADO,112,1,2004,F,4,26,50,1,2,0,1,13
"0030010019050407",MUITO BOM/APROVADO,112,1,2003,M,4,59,48,1,2,0,0,7
"004210190243",EXCELENTE/APROVADO,113,1,2003,F,4,40,50,6,2,0,1,13
"004002020150149",MUITO BOM/APROVADO,112,1,2003,F,4,40,49,1,2,0,2,13
"0030010019150061",MUITO BOM/APROVADO,112,1,2004,F,4,26,48,2,5,0,0,13
"004230160142",MUITO BOM/APROVADO,112,1,2006,M,4,3,50,1,2,0,0,13
"004003016140652",BOM/APROVADO,111,1,2001,F,4,40,50,6,2,0,0,5
"004003016150153",TRANSFERIDO,3,2,2001,F,4,60,50,6,2,0,0,0
"002004190190167",MUITO BOM/APROVADO,112,1,2004,F,4,40,48,1,2,0,0,13
"004220160370",REPROVADO,107,3,2007,M,4,100,48,1,2,3,5,11
"0030010016130024",APROVADO,104,1,2003,F,4,3,48,1,1,0,1,6
"004210140989",MUITO BOM/APROVADO,112,1,2006,M,4,59,48,1,2,0,1,13
"004003016150155",BOM/APROVADO,111,1,2000,F,4,38,50,6,2,0,1,4
"0030010016160368",NÃO VAI CURSAR A DISCIPLINA,109,1,2001,F,4,46,48,7,2,0,13,0
"004210200289",BOM/APROVADO,111,1,2003,M,4,3,49,6,2,0,1,9
"0030010016150257",MUITO BOM/APROVADO,112,1,2003,M,4,26,48,6,2,0,1,6
"0030010016140237",BRILHANTE/APROVADO,114,1,2003,M,4,26,48,2,2,0,1,13
"004220140840",MUITO BOM/APROVADO,112,2,2004,M,4,8,50,1,1,0,2,13
"004002019140433",MUITO BOM/APROVADO,112,1,2002,F,4,40,49,6,4,0,0,1
"004003020180204",REPROVADO,107,1,2003,F,4,46,50,1,2,0,2,11
"0030010019150060",BOM/APROVADO,111,1,2004,M,4,49,48,1,4,0,0,8
"004230160187",MUITO BOM/APROVADO,112,2,2005,M,4,8,50,1,2,0,0,13
"004220140579",MUITO BOM/APROVADO,112,1,2006,F,4,49,48,6,2,0,5,12
"004003016141048",BOM/APROVADO,111,1,2001,M,4,19,50,6,4,0,0,8
"004210170146",EXCELENTE/APROVADO,113,1,2006,M,4,27,48,6,6,0,1,13
"004230160187",MUITO BOM/APROVADO,112,2,2005,M,4,27,50,1,2,0,0,13
"004220140491",MUITO BOM/APROVADO,112,1,2006,F,4,40,48,,,0,5,13
"004003019180349",MUITO BOM/APROVADO,112,1,2001,M,4,26,50,6,2,0,0,10
"004003016140117",BOM/APROVADO,111,1,2001,M,4,3,50,1,1,0,1,7
"0030010020140678",MUITO BOM/APROVADO,112,1,2005,M,4,26,48,6,2,0,2,11
"004230130215",MUITO BOM/APROVADO,112,2,2007,F,4,59,48,2,2,2,15,10
"004003020140885",MUITO BOM/APROVADO,112,1,2003,M,4,26,50,6,2,0,2,13
"004002020130344",MUITO BOM/APROVADO,112,1,2003,F,4,40,49,2,2,0,2,8
"004002016020475",APROVADO,104,1,2000,M,4,38,49,6,2,0,1,0
"004230140527",MUITO BOM/APROVADO,112,1,2006,M,4,40,49,6,1,0,13,7
"004003019130257",BOM/APROVADO,111,1,2002,M,4,8,50,1,2,0,0,7
"004230140567",MUITO BOM/APROVADO,112,1,2006,M,4,26,49,1,2,0,13,10
"0030010016140655",APROVADO,104,1,2002,F,4,34,48,6,2,0,1,2
"004220200229",MUITO BOM/APROVADO,112,1,2004,F,4,49,50,1,3,0,2,5
"004230140366",MUITO BOM/APROVADO,112,1,2005,M,4,27,50,6,1,0,0,12
"004210140504",EXCELENTE/APROVADO,113,1,2006,M,4,27,48,6,2,0,1,13
"004210140546",MUITO BOM/APROVADO,112,1,2006,M,4,60,48,1,4,0,1,13
"004220140702",MUITO BOM/APROVADO,112,1,2004,M,4,26,50,1,2,0,2,9
"0030010020140001",MUITO BOM/APROVADO,112,1,2005,M,4,3,48,6,2,0,1,13
"004210170350",EXCELENTE/APROVADO,113,1,2003,F,4,34,49,1,2,0,0,13
"003004190190249",MUITO BOM/APROVADO,112,1,2003,F,4,47,49,6,2,0,0,13
"004003019130268",EXCELENTE/APROVADO,113,1,2001,F,4,49,50,6,2,0,0,13
"004220140804",REPROVADO,107,2,2006,M,4,72,48,1,2,0,5,13
"004210140500",EXCELENTE/APROVADO,113,3,2006,M,4,47,48,1,2,0,1,13
"0030010020140670",REPROVADO,107,1,2004,F,4,75,48,1,2,0,2,13
"0030010019130011",APROVADO,104,1,2002,F,4,38,48,1,4,0,0,1
"004210130244",EXCELENTE/APROVADO,113,2,2003,M,4,40,50,6,4,0,1,13
"004210150162",EXCELENTE/APROVADO,113,1,2003,F,4,49,50,2,5,0,1,13
"004002019170163",BOM/APROVADO,111,1,2002,M,4,26,49,1,2,0,0,4
"004220170285",MUITO BOM/APROVADO,112,1,2005,M,4,49,49,1,2,0,3,10
"004210050407",MUITO BOM/APROVADO,112,1,2003,M,4,40,50,1,2,0,1,13
"004230230217",MUITO BOM/APROVADO,112,1,2006,F,4,38,50,7,2,0,0,5
"004004180130331",MUITO BOM/APROVADO,112,1,2001,M,4,60,50,1,4,0,1,9
"004003020140475",MUITO BOM/APROVADO,112,1,2003,F,4,26,50,6,1,0,2,12
"004220200114",BOM/APROVADO,111,1,2005,F,4,46,50,6,2,0,2,11
"004004180180280",MUITO BOM/APROVADO,112,1,2001,F,4,60,50,1,1,0,1,12
"004230190063",MUITO BOM/APROVADO,112,1,2006,M,4,47,49,6,6,0,13,12
"004210190243",EXCELENTE/APROVADO,113,1,2003,F,4,34,50,6,2,0,1,13
"004220220191",MUITO BOM/APROVADO,112,1,2006,F,4,49,48,2,2,1,5,12
"0030010019140269",MUITO BOM/APROVADO,112,1,2004,M,4,27,48,1,1,0,0,13
"0030010019140269",MUITO BOM/APROVADO,112,1,2004,M,4,50,48,6,2,0,0,13
"004210200289",MUITO BOM/APROVADO,112,1,2003,M,4,40,49,1,1,0,1,9
"004220140760",BOM/APROVADO,111,2,2006,F,4,3,48,1,6,2,5,9
"004220130225",MUITO BOM/APROVADO,112,1,2007,M,4,59,48,1,2,1,5,13
"004003019170181",BRILHANTE/APROVADO,114,1,2002,F,4,59,50,2,2,0,0,13
"0030010019140304",MUITO BOM/APROVADO,112,1,2004,M,4,38,48,1,4,0,0,12
"004002016130019",NÃO VAI CURSAR A DISCIPLINA,109,2,2001,F,4,46,49,1,2,0,0,13
"004002019130043",BOM/APROVADO,111,2,2002,F,4,34,49,6,2,0,3,2
"004230140989",PONTUAÇÃO INSUFICIENTE,110,1,2006,M,4,48,50,1,2,0,0,13
"004002020170306",MUITO BOM/APROVADO,112,1,2004,M,4,38,49,1,5,0,2,13
"0030010020180323",EXCELENTE/APROVADO,113,1,2005,F,4,27,48,1,2,0,1,13
"004210200254",EXCELENTE/APROVADO,113,1,2005,F,4,49,48,1,2,0,0,13
"004003019141068",MUITO BOM/APROVADO,112,1,2001,M,4,59,50,1,2,0,0,12
"004210141151",MUITO BOM/APROVADO,112,1,2006,F,4,40,48,1,2,0,0,12
"004230160142",MUITO BOM/APROVADO,112,1,2006,M,4,38,50,1,2,0,0,13
"004210141023",MUITO BOM/APROVADO,112,1,2004,M,4,50,49,1,4,0,1,13
"004002020140270",MUITO BOM/APROVADO,112,1,2004,F,4,47,49,6,2,0,2,13
"004210140401",MUITO BOM/APROVADO,112,2,2006,F,4,3,48,1,2,0,1,13
"004003016140467",BOM/APROVADO,111,1,2001,F,4,50,50,1,4,0,0,5
"004220140497",MUITO BOM/APROVADO,112,1,2006,M,4,40,48,1,2,1,5,13
"0030010019060375",MUITO BOM/APROVADO,112,2,2004,F,4,63,48,1,2,0,0,13
"0030010020140341",APROVADO,104,1,2005,F,4,59,48,1,2,0,1,10
"004002019140916",MUITO BOM/APROVADO,112,1,2003,M,4,8,49,6,4,0,0,13
"004003019130249",BOM/APROVADO,111,1,2002,M,4,60,50,1,2,0,0,2
"0030010016130258",MUITO BOM/APROVADO,112,1,2003,M,4,3,48,1,2,0,1,10
"004220210051",TRANSFERIDO,3,2,2006,F,4,27,48,1,2,0,0,0
"0030010020190212",NÃO VAI CURSAR A DISCIPLINA,109,1,2005,F,4,19,48,1,4,0,1,4
"004210130233",EXCELENTE/APROVADO,113,1,2006,F,4,40,48,6,2,0,0,13
"004002019130027",BOM/APROVADO,111,1,2001,M,4,8,49,1,1,0,0,3
"0030010020140421",BRILHANTE/APROVADO,114,1,2005,F,4,26,48,1,2,0,2,13
"004230200038",BOM/APROVADO,111,4,2007,F,4,8,48,6,1,4,15,8
"004002019140244",BOM/APROVADO,111,1,2003,F,4,38,49,6,2,0,0,4
"004003019140509",BOM/APROVADO,111,1,2001,M,4,50,50,1,2,0,0,6
"004230130346",MUITO BOM/APROVADO,112,1,2005,F,4,27,50,1,2,0,0,12
"003004180180321",MUITO BOM/APROVADO,112,1,2001,F,4,63,49,2,2,0,1,7
"004210210070",EXCELENTE/APROVADO,113,2,2005,M,4,63,49,1,2,0,1,13
"004003016150064",MUITO BOM/APROVADO,112,1,2000,F,4,60,50,1,4,0,1,4
"0030010016170266",BOM/APROVADO,111,1,2003,M,4,19,48,1,4,0,0,9
"004200200322",MUITO BOM/APROVADO,112,1,2003,F,4,59,50,6,2,0,2,13
"004220140567",APROVADO,104,3,2006,M,4,50,48,6,2,3,5,11
"004210141023",MUITO BOM/APROVADO,112,1,2004,M,4,27,49,1,4,0,1,13
"0030010020140722",MUITO BOM/APROVADO,112,1,2005,M,4,63,48,1,1,0,2,13
"004002019141320",MUITO BOM/APROVADO,112,2,2003,M,4,34,49,6,2,0,0,12
"004230170268",MUITO BOM/APROVADO,112,1,2006,M,4,38,50,1,2,0,0,11
"004220180323",MUITO BOM/APROVADO,112,1,2005,F,4,59,50,1,2,0,2,9
"0030010019180381",APROVADO,104,1,2004,F,4,3,48,1,2,0,0,0
"004210190081",MUITO BOM/APROVADO,112,2,2004,F,4,26,49,1,2,0,0,11
"004230140541",MUITO BOM/APROVADO,112,1,2006,M,4,60,50,1,1,0,0,13
"004003020180204",MUITO BOM/APROVADO,112,1,2003,F,4,27,50,1,2,0,2,11
"004220180228",APROVADO,104,1,2006,M,4,3,48,1,4,1,8,1
"0030010016160368",REPROVADO,107,1,2001,F,4,8,48,7,2,0,13,0
"0030010016130012",MUITO BOM/APROVADO,112,1,2002,F,4,50,48,1,2,0,1,11
"004003019140160",MUITO BOM/APROVADO,112,2,2002,F,4,49,50,6,2,0,0,8
"004220140579",MUITO BOM/APROVADO,112,1,2006,F,4,3,48,1,2,0,5,12
"004003020140483",MUITO BOM/APROVADO,112,1,2003,F,4,26,50,1,2,0,2,13
"0030010016130009",BOM/APROVADO,111,1,2003,M,4,38,48,6,2,0,1,7
"0030010019160294",MUITO BOM/APROVADO,112,1,2004,M,4,27,48,1,2,0,0,12
"004002019140433",APROVADO,104,1,2002,F,4,34,49,1,2,0,0,1
"004210180177",MUITO BOM/APROVADO,112,1,2005,M,4,59,49,1,2,0,1,12
"004230140985",MUITO BOM/APROVADO,112,1,2007,M,4,40,49,7,1,0,13,9
"0030010019130229",MUITO BOM/APROVADO,112,1,2004,F,4,63,48,1,2,0,0,13
"004003019150170",MUITO BOM/APROVADO,112,1,2002,F,4,59,50,6,2,0,0,9
"004003020140243",MUITO BOM/APROVADO,112,1,2003,F,4,59,50,6,2,0,2,13
"0030010019140640",BOM/APROVADO,111,1,2003,M,4,8,48,1,4,0,0,6
